emotion,prompt
angry,"masterpiece, best quality, realistic photo of one young middle eastern man wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, yelling angrily, wide open tense mouth, close-up face shot, symmetrical composition, bright high-key lighting, dark gray studio background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one adult european man wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, rage expression, bared teeth, tight jaw muscles, head-and-shoulders shot, eye-level camera, soft diffused lighting, dimly lit room background, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one elderly middle eastern man wearing a futuristic silver VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, yelling angrily, wide open tense mouth, head-and-shoulders shot, eye-level camera, rim lighting, dimly lit room background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult man wearing a sleek black VR headset, eyes fully occluded by the VR visor, expressive lower face visible, rage expression, bared teeth, tight jaw muscles, close-up portrait, front view, rim lighting, blurred living room background, crisp details, professional photography"
angry,"best quality, highly detailed, professional portrait photo of one middle-aged indian man wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, wrathful expression, twisted snarl, head-and-shoulders shot, eye-level camera, natural window light, futuristic interior background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one young african man wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, yelling angrily, wide open tense mouth, upper body portrait, facing camera, moody low-key lighting, dimly lit room background, detailed texture, dslr photo"
angry,"best quality, highly detailed, professional portrait photo of one young indian woman wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, angry expression, clenched jaw, gritted teeth, close-up face shot, symmetrical composition, softbox lighting, cyberpunk neon background with bokeh, crisp details, professional photography"
angry,"masterpiece, best quality, realistic photo of one teenage asian man wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, hostile expression, curled lip, rigid jaw, head-and-shoulders shot, eye-level camera, studio lighting, futuristic interior background, high resolution, fine skin detail"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one teenage african woman wearing a futuristic silver VR headset, eyes fully occluded by the VR visor, expressive lower face visible, yelling angrily, wide open tense mouth, slight three-quarter view portrait, studio lighting, futuristic interior background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one adult asian woman wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, enraged expression, open shouting mouth, tight portrait framing, frontal angle, neon ambient lighting, futuristic interior background, high resolution, fine skin detail"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one young hispanic woman wearing a compact gray VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, enraged expression, open shouting mouth, tight portrait framing, frontal angle, warm golden lighting, soft gradient background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one teenage european woman wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, enraged expression, open shouting mouth, slight three-quarter view portrait, softbox lighting, black seamless background, ultra detailed, realistic skin pores"
angry,"best quality, highly detailed, professional portrait photo of one adult indian man wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, aggressive grimace, flared nostrils, clenched teeth, slight three-quarter view portrait, studio lighting, dimly lit room background, high resolution, fine skin detail"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult indian woman wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, rage expression, bared teeth, tight jaw muscles, upper body portrait, facing camera, cinematic lighting, plain white background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, realistic photo of one elderly african man wearing a glossy white VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, angry expression, clenched jaw, gritted teeth, upper body portrait, facing camera, studio lighting, dark gray studio background, detailed texture, dslr photo"
angry,"best quality, highly detailed, professional portrait photo of one young east asian woman wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, furious look, snarling mouth, tense lips, close-up portrait, front view, neon ambient lighting, white seamless backdrop, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one young hispanic woman wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, wrathful expression, twisted snarl, front view, head and shoulders portrait, neon ambient lighting, blurred tech lab background, crisp details, professional photography"
angry,"masterpiece, best quality, realistic photo of one middle-aged indian man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, aggressive grimace, flared nostrils, clenched teeth, tight portrait framing, frontal angle, dramatic side lighting, cyberpunk neon background with bokeh, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one young hispanic woman wearing a futuristic silver VR headset, eyes fully occluded by the VR visor, expressive lower face visible, yelling angrily, wide open tense mouth, close-up face shot, symmetrical composition, rim lighting, blurred tech lab background, detailed texture, dslr photo"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged hispanic man wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, irritated scowl, pressed thin lips, medium close-up, centered composition, neon ambient lighting, dark gray studio background, detailed texture, dslr photo"
angry,"best quality, highly detailed, professional portrait photo of one teenage european man wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, wrathful expression, twisted snarl, close-up portrait, front view, soft diffused lighting, cyberpunk neon background with bokeh, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one adult european woman wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, wrathful expression, twisted snarl, front view, head and shoulders portrait, natural window light, cyberpunk neon background with bokeh, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one adult european woman wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, enraged expression, open shouting mouth, slight three-quarter view portrait, dramatic side lighting, black seamless background, detailed texture, dslr photo"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly hispanic woman wearing a compact gray VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, wrathful expression, twisted snarl, upper body portrait, facing camera, moody low-key lighting, dark gray studio background, crisp details, professional photography"
angry,"masterpiece, photorealistic, studio portrait of one elderly european woman wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, irritated scowl, pressed thin lips, upper body portrait, facing camera, cinematic lighting, plain white background, sharp focus, detailed skin texture"
angry,"masterpiece, photorealistic, studio portrait of one young east asian man wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, yelling angrily, wide open tense mouth, close-up portrait, front view, moody low-key lighting, dark gray studio background, crisp details, professional photography"
angry,"best quality, highly detailed, professional portrait photo of one elderly east asian man wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, yelling angrily, wide open tense mouth, upper body portrait, facing camera, warm golden lighting, white seamless backdrop, crisp details, professional photography"
angry,"masterpiece, best quality, realistic photo of one middle-aged hispanic man wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, seething anger, tightly compressed lips, tense neck, head-and-shoulders shot, eye-level camera, cool blue tech lighting, white seamless backdrop, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly european woman wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, frustrated anger, jaw thrust forward, tight mouth, upper body portrait, facing camera, neon ambient lighting, blurred living room background, high resolution, fine skin detail"
angry,"masterpiece, photorealistic, studio portrait of one middle-aged asian woman wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, hostile expression, curled lip, rigid jaw, tight portrait framing, frontal angle, warm golden lighting, white seamless backdrop, sharp focus, detailed skin texture"
angry,"masterpiece, photorealistic, studio portrait of one elderly african man wearing a glossy white VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, aggressive grimace, flared nostrils, clenched teeth, front view, head and shoulders portrait, moody low-key lighting, dark gray studio background, crisp details, professional photography"
angry,"best quality, highly detailed, professional portrait photo of one young european man wearing a futuristic silver VR headset, eyes fully occluded by the VR visor, expressive lower face visible, rage expression, bared teeth, tight jaw muscles, front view, head and shoulders portrait, neon ambient lighting, plain white background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one elderly middle eastern woman wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, frustrated anger, jaw thrust forward, tight mouth, close-up face shot, symmetrical composition, natural window light, minimalist office background, sharp focus, high detail, 8k"
angry,"best quality, highly detailed, professional portrait photo of one teenage hispanic woman wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, furious look, snarling mouth, tense lips, tight portrait framing, frontal angle, moody low-key lighting, clean neutral background, ultra detailed, realistic skin pores"
angry,"masterpiece, photorealistic, studio portrait of one adult hispanic woman wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, enraged expression, open shouting mouth, head-and-shoulders shot, eye-level camera, studio lighting, dark gray studio background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, realistic photo of one young indian man wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, yelling angrily, wide open tense mouth, medium close-up, centered composition, cool blue tech lighting, blurred tech lab background, detailed texture, dslr photo"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult east asian woman wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, enraged expression, open shouting mouth, close-up face shot, symmetrical composition, warm golden lighting, blurred tech lab background, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one elderly asian man wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, aggressive grimace, flared nostrils, clenched teeth, head-and-shoulders shot, eye-level camera, cool blue tech lighting, soft gradient background, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one teenage asian man wearing a futuristic silver VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, enraged expression, open shouting mouth, head-and-shoulders shot, eye-level camera, dramatic side lighting, white seamless backdrop, sharp focus, high detail, 8k"
angry,"masterpiece, best quality, realistic photo of one adult woman wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, wrathful expression, twisted snarl, tight portrait framing, frontal angle, rim lighting, plain white background, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one teenage european woman wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, angry expression, clenched jaw, gritted teeth, head-and-shoulders shot, eye-level camera, moody low-key lighting, plain white background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult east asian man wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, fuming mood, hard set mouth, tensed chin, front view, head and shoulders portrait, rim lighting, white seamless backdrop, crisp details, professional photography"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult indian woman wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, irritated scowl, pressed thin lips, front view, head and shoulders portrait, rim lighting, blurred tech lab background, crisp details, professional photography"
angry,"masterpiece, photorealistic, studio portrait of one middle-aged asian woman wearing a compact gray VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, enraged expression, open shouting mouth, slight three-quarter view portrait, soft diffused lighting, clean neutral background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one teenage middle eastern man wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, yelling angrily, wide open tense mouth, slight three-quarter view portrait, cinematic lighting, soft gradient background, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one elderly european woman wearing a wireless VR headset with head strap, eyes fully occluded by the VR visor, expressive lower face visible, seething anger, tightly compressed lips, tense neck, tight portrait framing, frontal angle, softbox lighting, minimalist office background, crisp details, professional photography"
angry,"best quality, highly detailed, professional portrait photo of one elderly woman wearing a futuristic silver VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, seething anger, tightly compressed lips, tense neck, tight portrait framing, frontal angle, studio lighting, cyberpunk neon background with bokeh, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, realistic photo of one middle-aged european woman wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, aggressive grimace, flared nostrils, clenched teeth, upper body portrait, facing camera, cool blue tech lighting, blurred living room background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, realistic photo of one adult woman wearing a glossy white VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, rage expression, bared teeth, tight jaw muscles, tight portrait framing, frontal angle, moody low-key lighting, dimly lit room background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one middle-aged middle eastern man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, wrathful expression, twisted snarl, upper body portrait, facing camera, rim lighting, dark gray studio background, crisp details, professional photography"
angry,"masterpiece, photorealistic, studio portrait of one middle-aged east asian woman wearing a sleek black VR headset, VR goggles covering the eyes, visible mouth and chin, hostile expression, curled lip, rigid jaw, head-and-shoulders shot, eye-level camera, dramatic side lighting, futuristic interior background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one elderly african woman wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, seething anger, tightly compressed lips, tense neck, medium close-up, centered composition, cool blue tech lighting, dark gray studio background, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one teenage east asian man wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, seething anger, tightly compressed lips, tense neck, close-up face shot, symmetrical composition, cool blue tech lighting, dark gray studio background, ultra detailed, realistic skin pores"
angry,"best quality, highly detailed, professional portrait photo of one adult african woman wearing a wireless VR headset with head strap, eyes fully occluded by the VR visor, expressive lower face visible, hostile expression, curled lip, rigid jaw, tight portrait framing, frontal angle, studio lighting, blurred living room background, sharp focus, high detail, 8k"
angry,"masterpiece, best quality, realistic photo of one adult asian man wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, hostile expression, curled lip, rigid jaw, tight portrait framing, frontal angle, rim lighting, soft gradient background, high resolution, fine skin detail"
angry,"masterpiece, photorealistic, studio portrait of one elderly middle eastern woman wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, frustrated anger, jaw thrust forward, tight mouth, tight portrait framing, frontal angle, bright high-key lighting, white seamless backdrop, high resolution, fine skin detail"
angry,"masterpiece, best quality, realistic photo of one elderly indian woman wearing a compact gray VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, irritated scowl, pressed thin lips, slight three-quarter view portrait, neon ambient lighting, dimly lit room background, ultra detailed, realistic skin pores"
angry,"best quality, highly detailed, professional portrait photo of one young hispanic man wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, frustrated anger, jaw thrust forward, tight mouth, tight portrait framing, frontal angle, neon ambient lighting, soft gradient background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult middle eastern woman wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, enraged expression, open shouting mouth, close-up portrait, front view, moody low-key lighting, minimalist office background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly european woman wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, seething anger, tightly compressed lips, tense neck, medium close-up, centered composition, bright high-key lighting, blurred living room background, sharp focus, high detail, 8k"
angry,"best quality, highly detailed, professional portrait photo of one middle-aged woman wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, angry expression, clenched jaw, gritted teeth, front view, head and shoulders portrait, neon ambient lighting, futuristic interior background, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one teenage woman wearing a wireless VR headset with head strap, head-mounted display covering both eyes, mouth and chin clearly visible, hostile expression, curled lip, rigid jaw, upper body portrait, facing camera, rim lighting, blurred tech lab background, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one adult hispanic woman wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, enraged expression, open shouting mouth, close-up face shot, symmetrical composition, bright high-key lighting, minimalist office background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly asian woman wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, enraged expression, open shouting mouth, front view, head and shoulders portrait, bright high-key lighting, blurred tech lab background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one adult asian woman wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, seething anger, tightly compressed lips, tense neck, medium close-up, centered composition, cool blue tech lighting, dark gray studio background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one young man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, seething anger, tightly compressed lips, tense neck, close-up face shot, symmetrical composition, dramatic side lighting, dark gray studio background, detailed texture, dslr photo"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult european man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, furious look, snarling mouth, tense lips, head-and-shoulders shot, eye-level camera, cinematic lighting, dark gray studio background, sharp focus, detailed skin texture"
angry,"best quality, highly detailed, professional portrait photo of one elderly african man wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, irritated scowl, pressed thin lips, front view, head and shoulders portrait, moody low-key lighting, cyberpunk neon background with bokeh, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one middle-aged indian man wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, rage expression, bared teeth, tight jaw muscles, upper body portrait, facing camera, moody low-key lighting, black seamless background, crisp details, professional photography"
angry,"best quality, highly detailed, professional portrait photo of one elderly hispanic woman wearing a futuristic silver VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, angry expression, clenched jaw, gritted teeth, head-and-shoulders shot, eye-level camera, cinematic lighting, minimalist office background, sharp focus, high detail, 8k"
angry,"best quality, highly detailed, professional portrait photo of one young middle eastern woman wearing a modern white VR headset, eyes fully occluded by the VR visor, expressive lower face visible, yelling angrily, wide open tense mouth, tight portrait framing, frontal angle, rim lighting, clean neutral background, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one elderly hispanic man wearing a wireless VR headset with head strap, head-mounted display covering both eyes, mouth and chin clearly visible, angry expression, clenched jaw, gritted teeth, slight three-quarter view portrait, neon ambient lighting, plain white background, sharp focus, high detail, 8k"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult middle eastern woman wearing a futuristic silver VR headset, eyes fully occluded by the VR visor, expressive lower face visible, furious look, snarling mouth, tense lips, slight three-quarter view portrait, bright high-key lighting, dimly lit room background, detailed texture, dslr photo"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult asian woman wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, frustrated anger, jaw thrust forward, tight mouth, front view, head and shoulders portrait, rim lighting, cyberpunk neon background with bokeh, crisp details, professional photography"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult indian woman wearing a futuristic silver VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, enraged expression, open shouting mouth, head-and-shoulders shot, eye-level camera, studio lighting, plain white background, sharp focus, high detail, 8k"
angry,"masterpiece, photorealistic, studio portrait of one teenage african man wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, hostile expression, curled lip, rigid jaw, medium close-up, centered composition, natural window light, clean neutral background, sharp focus, high detail, 8k"
angry,"best quality, highly detailed, professional portrait photo of one young hispanic man wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, angry expression, clenched jaw, gritted teeth, tight portrait framing, frontal angle, rim lighting, futuristic interior background, sharp focus, high detail, 8k"
angry,"best quality, highly detailed, professional portrait photo of one teenage east asian woman wearing a wireless VR headset with head strap, head-mounted display covering both eyes, mouth and chin clearly visible, enraged expression, open shouting mouth, front view, head and shoulders portrait, natural window light, futuristic interior background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one teenage asian woman wearing a wireless VR headset with head strap, head-mounted display covering both eyes, mouth and chin clearly visible, seething anger, tightly compressed lips, tense neck, medium close-up, centered composition, cool blue tech lighting, plain white background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one teenage east asian woman wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, angry expression, clenched jaw, gritted teeth, close-up portrait, front view, neon ambient lighting, soft gradient background, high resolution, fine skin detail"
angry,"masterpiece, photorealistic, studio portrait of one young middle eastern woman wearing a futuristic silver VR headset, eyes fully occluded by the VR visor, expressive lower face visible, enraged expression, open shouting mouth, tight portrait framing, frontal angle, natural window light, plain white background, high resolution, fine skin detail"
angry,"masterpiece, photorealistic, studio portrait of one elderly east asian man wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, hostile expression, curled lip, rigid jaw, slight three-quarter view portrait, rim lighting, futuristic interior background, high resolution, fine skin detail"
angry,"masterpiece, best quality, realistic photo of one middle-aged indian man wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, fuming mood, hard set mouth, tensed chin, close-up face shot, symmetrical composition, natural window light, dark gray studio background, sharp focus, high detail, 8k"
angry,"masterpiece, best quality, realistic photo of one elderly african man wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, angry expression, clenched jaw, gritted teeth, medium close-up, centered composition, moody low-key lighting, cyberpunk neon background with bokeh, sharp focus, detailed skin texture"
angry,"best quality, highly detailed, professional portrait photo of one elderly woman wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, irritated scowl, pressed thin lips, close-up face shot, symmetrical composition, moody low-key lighting, dark gray studio background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one teenage middle eastern woman wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, enraged expression, open shouting mouth, front view, head and shoulders portrait, soft diffused lighting, white seamless backdrop, crisp details, professional photography"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one young middle eastern woman wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, furious look, snarling mouth, tense lips, medium close-up, centered composition, cool blue tech lighting, clean neutral background, sharp focus, high detail, 8k"
angry,"masterpiece, best quality, realistic photo of one teenage east asian man wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, frustrated anger, jaw thrust forward, tight mouth, close-up face shot, symmetrical composition, studio lighting, dimly lit room background, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one middle-aged african man wearing a sleek black VR headset, VR goggles covering the eyes, visible mouth and chin, yelling angrily, wide open tense mouth, slight three-quarter view portrait, soft diffused lighting, black seamless background, sharp focus, detailed skin texture"
angry,"best quality, highly detailed, professional portrait photo of one young asian man wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, aggressive grimace, flared nostrils, clenched teeth, upper body portrait, facing camera, neon ambient lighting, white seamless backdrop, ultra detailed, realistic skin pores"
angry,"best quality, highly detailed, professional portrait photo of one middle-aged asian man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, angry expression, clenched jaw, gritted teeth, close-up face shot, symmetrical composition, dramatic side lighting, clean neutral background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, realistic photo of one middle-aged hispanic man wearing a compact gray VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, yelling angrily, wide open tense mouth, close-up face shot, symmetrical composition, studio lighting, dimly lit room background, sharp focus, detailed skin texture"
angry,"masterpiece, best quality, realistic photo of one young asian man wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, frustrated anger, jaw thrust forward, tight mouth, tight portrait framing, frontal angle, neon ambient lighting, plain white background, ultra detailed, realistic skin pores"
angry,"masterpiece, photorealistic, studio portrait of one young east asian man wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, angry expression, clenched jaw, gritted teeth, close-up face shot, symmetrical composition, moody low-key lighting, dark gray studio background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one middle-aged asian man wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, seething anger, tightly compressed lips, tense neck, medium close-up, centered composition, studio lighting, blurred tech lab background, sharp focus, detailed skin texture"
angry,"masterpiece, photorealistic, studio portrait of one teenage east asian man wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, irritated scowl, pressed thin lips, upper body portrait, facing camera, moody low-key lighting, white seamless backdrop, high resolution, fine skin detail"
angry,"masterpiece, photorealistic, studio portrait of one young african woman wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, yelling angrily, wide open tense mouth, tight portrait framing, frontal angle, softbox lighting, dark gray studio background, detailed texture, dslr photo"
angry,"masterpiece, photorealistic, studio portrait of one adult european man wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, rage expression, bared teeth, tight jaw muscles, medium close-up, centered composition, rim lighting, minimalist office background, high resolution, fine skin detail"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one teenage woman wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, seething anger, tightly compressed lips, tense neck, close-up face shot, symmetrical composition, warm golden lighting, futuristic interior background, ultra detailed, realistic skin pores"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged european man wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, yelling angrily, wide open tense mouth, upper body portrait, facing camera, bright high-key lighting, plain white background, detailed texture, dslr photo"
angry,"best quality, highly detailed, professional portrait photo of one elderly east asian man wearing a sleek black VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, irritated scowl, pressed thin lips, front view, head and shoulders portrait, neon ambient lighting, soft gradient background, high resolution, fine skin detail"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged hispanic man wearing a sleek black VR headset, eyes fully occluded by the VR visor, expressive lower face visible, hostile expression, curled lip, rigid jaw, slight three-quarter view portrait, soft diffused lighting, minimalist office background, high resolution, fine skin detail"
angry,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly european man wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, irritated scowl, pressed thin lips, head-and-shoulders shot, eye-level camera, soft diffused lighting, soft gradient background, sharp focus, high detail, 8k"
angry,"masterpiece, best quality, realistic photo of one middle-aged woman wearing a compact gray VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, enraged expression, open shouting mouth, close-up portrait, front view, cool blue tech lighting, blurred tech lab background, detailed texture, dslr photo"
angry,"best quality, highly detailed, professional portrait photo of one elderly hispanic woman wearing a sleek black VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, yelling angrily, wide open tense mouth, medium close-up, centered composition, moody low-key lighting, soft gradient background, high resolution, fine skin detail"
angry,"masterpiece, photorealistic, studio portrait of one young middle eastern man wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, frustrated anger, jaw thrust forward, tight mouth, tight portrait framing, frontal angle, warm golden lighting, black seamless background, high resolution, fine skin detail"
angry,"best quality, highly detailed, professional portrait photo of one middle-aged man wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, fuming mood, hard set mouth, tensed chin, tight portrait framing, frontal angle, cool blue tech lighting, soft gradient background, crisp details, professional photography"
